CHEM_ID,LIB_ID,COMP_ID,CHRO_LIB_ENTRY_ID,SUPER_PATHWAY,SUB_PATHWAY,PATHWAY_SORTORDER,TYPE,INCHIKEY,SMILES,CHEMICAL_NAME,PLOT_NAME,CAS,CHEMSPIDER,HMDB,KEGG,PUBCHEM,PLATFORM
100016048,209,61836,218439,Xenobiotics,Drug - Psychoactive,5902,NAMED,YOVRGSHRZRJTLZ-UHFFFAOYSA-N,CCCCCc1cc(OC(C)(C)C2C3C=C(C(O)=O)CC2)c3c(O)c1,THC carboxylic acid,THC carboxylic acid,,97019,,,107885,Neg
100016049,209,61848,218461,Xenobiotics,Drug - Psychoactive,5903,NAMED,UWXZAZRSQQLWKH-AREXMYMPSA-N,O=C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O1)C2=C[C@H](C3=C4C=C(CCCCC)C=C3O)[C@@H](C(C)(O4)C)CC2,THC carboxylic acid glucuronide,THC carboxylic acid glucuronide,,,,,,Neg
100016052,209,61844,218453,Xenobiotics,"Drug - Analgesics, Anesthetics",5429,NAMED,WAEXKFONHRHFBZ-ZXDZBKESSA-N,CN1CC[C@@]23c4c5c(O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O6)ccc4C[C@@H]1[C@@H]2C=C[C@H](O)[C@@H]3O5,morphine-3-glucuronide,morphine-3-glucuronide,,4588593,HMDB0041936,C16643,5484731,Neg
100016053,209,61845,218455,Xenobiotics,"Drug - Analgesics, Anesthetics",5428,NAMED,GNJCUHZOSOYIEC-GAROZEBRSA-N,CN1CC[C@@]23c4c5c(O)ccc4C[C@@H]1[C@@H]2C=C[C@H](O[C@H]6[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O6)[C@@H]3O5,morphine-6-glucuronide,morphine-6-glucuronide,,4514548,HMDB0041937,C16578,5360621,Neg
100016069,402,61769,218137,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",1883,NAMED,PETYOUXDCHQKTQ-QXPKXGMISA-N,CCCCCC/C=C\CCCC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O,5-dodecenoylcarnitine (C12:1),5-dodecenoylcarnitine (C12:1),,,HMDB13326,,91825571,Pos Late
100016110,209,61785,218163,Lipid,Fatty Acid Metabolism (Acyl Glycine),1829,NAMED,WWJXRJJBIVSSNF-NSCUHMNNSA-N,OC(CN([H])C(/C=C/C)=O)=O,2-butenoylglycine,2-butenoylglycine,71428-89-2,4877902,,,6303498,Neg
100019794,209,62277,219248,Lipid,"Fatty Acid, Dicarboxylate",1707,NAMED,OZOJARPUDFLESM-UHFFFAOYSA-N,CCC(O)C1=C(C)C(C(O)=O)=C(CCC(O)=O)O1,hydroxy-CMPF*,hydroxy-CMPF*,,,,,,Neg
100019801,402,61840,218539,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Hydroxy)",1930,NAMED,YBCVTTMMURGSEY-LMLDZDDJSA-N,CCCCCCCC/C=C\CCCCCC(O)CC(O[C@@H](C[N+](C)(C)C)CC([O-])=O)=O,3-hydroxyoleoylcarnitine,3-hydroxyoleoylcarnitine,,48061587,,,129637446,Pos Late
100019831,209,62733,220257,Peptide,Acetylated Peptides,1188,NAMED,LZJXOHRONRTVRW-JTQLQIEISA-N,OC1=CC(CC(N[C@H](C(O)=O)CCC(N)=O)=O)=CC=C1,3-hydroxyphenylacetoylglutamine,3-hydroxyphenylacetoylglutamine,,38532062,,,,Neg
100019884,209,61798,218189,Lipid,Fatty Acid Metabolism (Acyl Glycine),1812,NAMED,AAPHATPOQGNLOZ-SNAWJCMRSA-N,CCC/C=C/C(NCC(O)=O)=O,trans-2-hexenoylglycine,trans-2-hexenoylglycine,,25033670,,,,Neg
100019957,209,61822,218242,Lipid,Endocannabinoid,2198,NAMED,CLHUCXCVFSEJRR-UHFFFAOYSA-N,CCCCCCCCCCCCCCCCCC(NC(C(O)=O)CO)=O,N-stearoylserine*,N-stearoylserine*,,15545488,,,,Neg
100019968,305,61858,218556,Carbohydrate,Pentose Metabolism,1290,NAMED,QXKAIJAYHKCRRA-PZGQECOJSA-N,OC[C@H](O)[C@@H](O)[C@@H](O)C(O)=O,lyxonate,lyxonate,,,HMDB0060255,,,Polar
100019972,209,61864,218581,Lipid,"Fatty Acid, Dicarboxylate",1689,NAMED,OHCMUMNQAHNIEP-HNQUOIGGSA-N,OC(CCC/C=C/CCCCCC(O)=O)=O,dodecenedioate (C12:1-DC)*,dodecenedioate (C12:1-DC)*,,,HMDB0000933,,5283028,Neg
100019975,209,61862,218579,Lipid,"Fatty Acid, Dicarboxylate",1697,NAMED,IWTMSCUHCJHPPR-ACCUITESSA-N,O=C(O)CCCCCCCCCCCC/C=C/C(O)=O,hexadecenedioate (C16:1-DC)*,hexadecenedioate (C16:1-DC)*,,,,,,Neg
100019978,209,61861,218578,Lipid,"Fatty Acid, Dicarboxylate",1700,NAMED,YDPSQMGOAILWPE-FYWRMAATSA-N,O=C(O)CCCCCCCCCCCCCC/C=C/C(O)=O,octadecenedioate (C18:1-DC),octadecenedioate (C18:1-DC),,,,,9543674,Neg
100019981,305,61866,218583,Lipid,"Fatty Acid, Dicarboxylate",1675,NAMED,OXQWBLJQOBXJPM-DUXPYHPUSA-N,OC(CCC/C=C/C(O)=O)=O,heptenedioate (C7:1-DC)*,heptenedioate (C7:1-DC)*,,,,,,Polar
100019982,209,61860,218580,Lipid,"Fatty Acid, Dicarboxylate",1701,NAMED,ZKQNWTGXRAIVGG-PXELCPQFSA-N,O=C(O)CCCCCCCCCCCC/C=C/C=C/C(O)=O,octadecadienedioate (C18:2-DC)*,octadecadienedioate (C18:2-DC)*,,,,,,Neg
100019984,209,61874,218624,Partially Characterized Molecules,Partially Characterized Molecules,6391,NAMED,,,glucuronide of C12H22O4 (1)*,glucuronide of C12H22O4 (1)*,,,,,,Neg
100019985,209,61875,218625,Partially Characterized Molecules,Partially Characterized Molecules,6392,NAMED,,,glucuronide of C12H22O4 (2)*,glucuronide of C12H22O4 (2)*,,,,,,Neg
100019986,209,61876,218626,Partially Characterized Molecules,Partially Characterized Molecules,6396,NAMED,,,glucuronide of C14H26O4 (1)*,glucuronide of C14H26O4 (1)*,,,,,,Neg
100019990,209,61881,218632,Partially Characterized Molecules,Partially Characterized Molecules,6373,NAMED,,,glucuronide of C10H18O2 (1)*,glucuronide of C10H18O2 (1)*,,,,,,Neg
100020004,209,61871,218621,Lipid,"Fatty Acid, Dicarboxylate",1708,NAMED,RIJDKRLRDVBUHJ-UHFFFAOYSA-N,OC(C1=C(CCC(O)=O)OC(CCCCC)=C1C)=O,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,3-carboxy-4-methyl-5-pentyl-2-furanpropionate (3-CMPFP)**,,168762,HMDB0061643,,194501,Neg
100020014,209,61887,218638,Partially Characterized Molecules,Partially Characterized Molecules,6379,NAMED,,,glucuronide of C10H18O2 (7)*,glucuronide of C10H18O2 (7)*,,,,,,Neg
100020015,209,61888,218639,Partially Characterized Molecules,Partially Characterized Molecules,6380,NAMED,,,glucuronide of C10H18O2 (8)*,glucuronide of C10H18O2 (8)*,,,,,,Neg
100020203,400,62062,218866,Xenobiotics,Food Component/Plant,5066,NAMED,DJMIFDZBCUUQJN-NTSWFWBYSA-N,O[C@@H]1[C@H](C([O-])=O)[N+](C)(C)CC1,3-hydroxystachydrine*,3-hydroxystachydrine*,,391002,,C10151,46173781,Pos Early
100020204,209,62059,218862,Lipid,"Fatty Acid, Amino",1757,NAMED,JJGNMSOJTSABGA-UHFFFAOYSA-N,OC(C(CCCCCC)N([H])C(C)=O)=O,N-acetyl-2-aminooctanoate*,N-acetyl-2-aminooctanoate*,,86248,HMDB0059745,,95555,Neg
100020205,400,62060,218876,Amino Acid,Alanine and Aspartate Metabolism,43,NAMED,ZBYVTTSIVDYQSO-REOHCLBHSA-N,O=C(O)[C@@H](N)CC(NO)=O,hydroxyasparagine**,hydroxyasparagine**,,88149,HMDB32332,C20631,15991574,Pos Early
100020207,209,62061,218865,Xenobiotics,Food Component/Plant,4875,NAMED,DKEIWIJUHWVGRC-UHFFFAOYSA-N,O=C1C(C(O)=C2)=C(C=C2OS(=O)(O)=O)OC=C1C(C=C3)=CC=C3O,genistein sulfate*,genistein sulfate*,,,,,,Neg
100020208,305,62071,221701,Xenobiotics,Chemical,6243,NAMED,SNGREZUHAYWORS-UHFFFAOYSA-N,OC(C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)=O,perfluorooctanoate (PFOA),perfluorooctanoate (PFOA),,9180,HMDB0059587,,9554,Polar
100020211,400,62064,218870,Lipid,Fatty Acid Metabolism (Acyl Glycine),1832,NAMED,VMIWHQCIHIUYCS-UHFFFAOYSA-N,O=C(CC(O)C)NCC(O)=O,3-hydroxybutyroylglycine**,3-hydroxybutyroylglycine**,,,,,,Pos Early
100020212,305,62067,218874,Xenobiotics,"Drug - Analgesics, Anesthetics",5400,NAMED,FLVLKWAQHDRIPH-UHFFFAOYSA-N,CC(C(OC1OC(C(O)=O)C(O)C(O)C1O)=O)C2=CC=C(CC(C)C(O)=O)C=C2,carboxyibuprofen glucuronide*,carboxyibuprofen glucuronide*,,,HMDB60564,,135390721,Polar
100020214,209,62066,218872,Lipid,Primary Bile Acid Metabolism,3470,NAMED,ZQYUKJFJPJDMMR-PRRFOZOMSA-N,CC(C1CCC2C3[C@H]([C@H]([C@@]4(C[C@@H](CC[C@@]4(C3CC[C@]12C)C)O)[H])O)O)CCC(NCC(O)=O)=O,glyco-beta-muricholate**,glyco-beta-muricholate**,,,,,,Neg
100020215,400,62068,218877,Amino Acid,Urea cycle; Arginine and Proline Metabolism,512,NAMED,FMIPNAUMSPFTHK-UHFFFAOYSA-N,OC1CN(C)C(C(O)=O)C1,N-methylhydroxyproline**,N-methylhydroxyproline**,,,,,9860390,Pos Early
100020217,400,62947,220818,Amino Acid,Urea cycle; Arginine and Proline Metabolism,519,NAMED,KXONJPJIFNGMCN-UHFFFAOYSA-N,O=C(C([N+](C)(C)C)C)N1CCCC1C([O-])=O,"N,N,N-trimethyl-alanylproline betaine (TMAP)","N,N,N-trimethyl-alanylproline betaine (TMAP)",,,HMDB0240365,,,Pos Early
100020219,400,62863,220648,Xenobiotics,Food Component/Plant,4786,NAMED,OLNJUISKUQQNIM-UHFFFAOYSA-N,O=CC1=CNC2=CC=CC=C12,3-formylindole,3-formylindole,487-89-8,9838,HMDB29737,C08493,10256,Pos Early
100020241,400,62104,218950,Peptide,Gamma-glutamyl Amino Acid,649,NAMED,SCTJBDDLOROJJM-UHFFFAOYSA-N,NC(C(O)=O)CCC(NC(CCCNC(N)=O)C(O)=O)=O,gamma-glutamylcitrulline*,gamma-glutamylcitrulline*,,,,,,Pos Early
100020247,209,62110,218957,Xenobiotics,Food Component/Plant,5195,NAMED,DHYDAGFKCXRMSL-OWOJBTEDSA-N,OC1=CC(OS(=O)(O)=O)=CC(/C=C/C2=CC=C(OS(=O)(O)=O)C=C2)=C1,resveratrol disulfate (1)*,resveratrol disulfate (1)*,,,,,,Neg
100020248,209,62111,218958,Xenobiotics,Food Component/Plant,5196,NAMED,DHYDAGFKCXRMSL-OWOJBTEDSA-N,OC1=CC(OS(=O)(O)=O)=CC(/C=C/C2=CC=C(OS(=O)(O)=O)C=C2)=C1,resveratrol disulfate (2)*,resveratrol disulfate (2)*,,,,,,Neg
100020253,209,62145,219037,Partially Characterized Molecules,Partially Characterized Molecules,6419,NAMED,,,glycine conjugate of C10H12O2*,glycine conjugate of C10H12O2*,,,,,,Neg
100020254,209,62146,219038,Partially Characterized Molecules,Partially Characterized Molecules,6420,NAMED,,,glycine conjugate of C10H14O2 (1)*,glycine conjugate of C10H14O2 (1)*,,,,,,Neg
100020259,209,63658,223041,Partially Characterized Molecules,Partially Characterized Molecules,6403,NAMED,,,glutamine conjugate of C7H12O2*,glutamine conjugate of C7H12O2*,,,,,,Neg
100020261,400,63657,223047,Partially Characterized Molecules,Partially Characterized Molecules,6401,NAMED,,,glutamine conjugate of C6H10O2 (1)*,glutamine conjugate of C6H10O2 (1)*,,,,,,Pos Early
100020262,400,63660,223048,Partially Characterized Molecules,Partially Characterized Molecules,6402,NAMED,,,glutamine conjugate of C6H10O2 (2)*,glutamine conjugate of C6H10O2 (2)*,,,,,,Pos Early
100020272,209,62857,220633,Xenobiotics,Food Component/Plant,4881,NAMED,UMCDODPBPQMWQP-UHFFFAOYSA-N,COC1=C(OS(=O)(O)=O)C=CC(CCC(O)=O)=C1,dihydroferulic acid sulfate,dihydroferulic acid sulfate,,162994,HMDB0041724,,187489,Neg
100020273,305,62883,220731,Xenobiotics,Drug - Neurological,5818,NAMED,XXKSYIHWRBBHIC-JVWRJRKNSA-N,CCCC(C(O[C@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](C(O)=O)O1)=O)CCC,valproic acid glucuronide,valproic acid glucuronide,,79488,HMDB0000901,,88111,Polar
100020276,402,62152,219058,Lipid,Sphingomyelins,3113,NAMED,VDFACZRLDXDTEB-WSYRTZMQSA-N,CCCCCCCCCCC/C=C/[C@@H](O)[C@@H](NC(CCCCCCCCCCCCCC)=O)COP(OCC[N+](C)(C)C)([O-])=O,"sphingomyelin (d17:1/14:0, d16:1/15:0)*","sphingomyelin (d17:1/14:0, d16:1/15:0)*",,,,,,Pos Late
100020343,209,62850,220619,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),1551,NAMED,HXHZGHRLVRFQDR-HZJYTTRNSA-N,OC(CCC/C=C\C/C=C\CCCCC)=O,tetradecadienoate (14:2)*,tetradecadienoate (14:2)*,39039-37-7,4471834,HMDB0000560,,5312409,Neg
100020351,209,62852,220621,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",419,NAMED,JDXMIYHOSFNZKO-UHFFFAOYSA-N,OC(C(C(C)C)NC(N)=O)=O,N-carbamoylvaline,N-carbamoylvaline,26081-00-5,4324497,,,448879,Neg
100020360,209,62955,220839,Amino Acid,Tryptophan Metabolism,279,NAMED,BXZSKDOPGDPDEG-UHFFFAOYSA-N,OC1=CC(C(O)=O)=NC(C1=CC=C2)=C2OC,8-methoxykynurenate,8-methoxykynurenate,2929-14-8,68710,HMDB0060426,C05830,76230,Neg
100020361,400,62853,220624,Amino Acid,Urea cycle; Arginine and Proline Metabolism,489,NAMED,YCCMTCQQDULIFE-UHFFFAOYSA-N,NC1CCCNC1=O,3-amino-2-piperidone,3-amino-2-piperidone,1892-22-4,4371576,HMDB0000323,,5200225,Pos Early
100020371,400,63151,221884,Amino Acid,Alanine and Aspartate Metabolism,33,NAMED,QCYOIFVBYZNUNW-BYPYZUCNSA-N,C[C@@](C(O)=O)(N(C)C)[H],"N,N-dimethylalanine","N,N-dimethylalanine",2812-31-9,4589713,,,5488191,Pos Early
100020372,209,63583,222852,Xenobiotics,Food Component/Plant,5216,NAMED,DWLVFWDCSFTDOD-UHFFFAOYSA-N,OC(C(C1=CNC2=C1C=CC=C2)=O)=O,3-indoleglyoxylic acid,3-indoleglyoxylic acid,1477-49-2,66497,,,73863,Neg
100020377,209,64131,233912,Xenobiotics,Food Component/Plant,5226,NAMED,WYUFTYLVLQZQNH-JAJWTYFOSA-N,O[C@H]([C@H]1O)[C@@H]([C@@H](CO)O[C@H]1OCC)O,ethyl beta-glucopyranoside,ethyl beta-glucopyranoside,,108559,HMDB0029968,,121667,Neg
100020378,209,63357,222415,Lipid,"Fatty Acid, Dicarboxylate",1710,NAMED,LPIOYESQKJFWPQ-UHFFFAOYSA-N,OC(C(O)=O)CCCCCCCC(O)=O,2-hydroxysebacate,2-hydroxysebacate,103963-71-9,113866,HMDB0000424,,128458,Neg
100020409,305,63687,223113,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,4350,NAMED,FBFZPSQPKNIVMT-ZAFYKAAXSA-N,O=C1O[C@@]([C@@H](O)CO)([H])C(OS(=O)(O)=O)=C1O,ascorbic acid 3-sulfate*,ascorbic acid 3-sulfate*,,9600241,,,11425365,Polar
100020410,209,62530,219863,Xenobiotics,Benzoate Metabolism,4470,NAMED,SBLCKJXUMHOIBU-UHFFFAOYSA-N,O=C(NCC(O)=O)C1=CC(OS(=O)(O)=O)=CC=C1,3-hydroxyhippurate sulfate,3-hydroxyhippurate sulfate,,161984,,,186339,Neg
100020414,400,62503,219799,Amino Acid,Tryptophan Metabolism,327,NAMED,OAORYCZPERQARS-UHFFFAOYSA-N,Brc1ccc2c(CC(N)C(O)=O)c[nH]c2c1,6-bromotryptophan,6-bromotryptophan,,,,,9856996,Pos Early
100020416,209,62287,219260,Cofactors and Vitamins,Tocopherol Metabolism,4377,NAMED,BNVXCCQXUZCRSR-UHFFFAOYSA-N,OC1=CC2=C(C(C)=C1)OC(CCC(O)=O)(C)CC2,delta-CEHC,delta-CEHC,84599-16-6,9710906,,,35027084,Neg
100020417,400,62862,220645,Amino Acid,Lysine Metabolism,115,NAMED,XXEWFEBMSGLYBY-ZETCQYMHSA-N,OC([C@@H](N)CCCCN(C)C)=O,"N6,N6-dimethyllysine","N6,N6-dimethyllysine",2259-86-1,167778,HMDB0013287,C05545,193344,Pos Early
100020478,209,62276,219247,Lipid,"Fatty Acid, Dicarboxylate",1690,NAMED,QHRHXXRXWDTFLI-HZJYTTRNSA-N,CCCCC/C=C\C/C=C\CC(O)=O,dodecadienoate (12:2)*,dodecadienoate (12:2)*,,,,,25480,Neg
100020479,400,62279,219252,Amino Acid,Tryptophan Metabolism,319,NAMED,PBMNAYVZYLZVKC-UHFFFAOYSA-N,O=C(OC(C[N+](C)(C)C)CC([O-])=O)CC1=CNC2=CC=CC=C12,indoleacetoylcarnitine*,indoleacetoylcarnitine*,,,,,,Pos Early
100020483,209,62286,219259,Cofactors and Vitamins,Tocopherol Metabolism,4378,NAMED,UCCZSQROJUPRKT-UHFFFAOYSA-N,OC1C(OC2=CC(C)=C3C(CCC(C)(CCC(O)=O)O3)=C2)OC(C(O)=O)C(O)C1O,delta-CEHC glucuronide,delta-CEHC glucuronide,,,,,,Neg
100020487,400,62309,219289,Amino Acid,Polyamine Metabolism,544,NAMED,YGIAGXACEXFIDU-UHFFFAOYSA-N,O=C(C)NCCCNCCCC(O)=O,N-acetyl-isoputreanine,N-acetyl-isoputreanine,,,,,131802901,Pos Early
100020491,209,62290,219263,Xenobiotics,Food Component/Plant,5010,NAMED,,,glucuronide of piperine metabolite C17H21NO3 (3)*,glucuronide of piperine metabolite C17H21NO3 (3)*,,,,,,Neg
100020492,209,62291,219264,Xenobiotics,Food Component/Plant,5011,NAMED,,,glucuronide of piperine metabolite C17H21NO3 (4)*,glucuronide of piperine metabolite C17H21NO3 (4)*,,,,,,Neg
100020493,209,62292,219265,Xenobiotics,Food Component/Plant,5012,NAMED,,,glucuronide of piperine metabolite C17H21NO3 (5)*,glucuronide of piperine metabolite C17H21NO3 (5)*,,,,,,Neg
100020496,209,62295,219274,Xenobiotics,Food Component/Plant,5019,NAMED,,,sulfate of piperine metabolite C16H19NO3 (2)*,sulfate of piperine metabolite C16H19NO3 (2)*,,,,,,Neg
100020497,209,62296,219275,Xenobiotics,Food Component/Plant,5020,NAMED,,,sulfate of piperine metabolite C16H19NO3 (3)*,sulfate of piperine metabolite C16H19NO3 (3)*,,,,,,Neg
100020502,209,62297,219276,Xenobiotics,Food Component/Plant,5025,NAMED,,,sulfate of piperine metabolite C18H21NO3 (1)*,sulfate of piperine metabolite C18H21NO3 (1)*,,,,,,Neg
100020504,209,62299,219278,Xenobiotics,Food Component/Plant,5027,NAMED,,,sulfate of piperine metabolite C18H21NO3 (3)*,sulfate of piperine metabolite C18H21NO3 (3)*,,,,,,Neg
100020514,400,62711,220227,Xenobiotics,Food Component/Plant,5077,NAMED,STZOUWQDQRPMBI-ZETCQYMHSA-N,O=C(NCC)CC[C@@H](C(O)=O)NC(C)=O,N-acetyltheanine,N-acetyltheanine,,,,,,Pos Early
100020515,209,62520,219835,Xenobiotics,Chemical,6177,NAMED,HXEZIDSFDHEIIQ-UHFFFAOYSA-N,O=S(OC1=CC=C(C=CC=C2)C2=C1)(O)=O,2-naphthol sulfate,2-naphthol sulfate,,67020,,,74428,Neg
100020519,209,62533,219867,Xenobiotics,Food Component/Plant,5204,NAMED,CLCCTVXAPVYLKM-UHFFFAOYSA-N,CC1=CC=C(C)C(OS(=O)(O)=O)=C1,"(2,4 or 2,5)-dimethylphenol sulfate","(2,4 or 2,5)-dimethylphenol sulfate",,,,,,Neg
100020536,209,63072,221702,Xenobiotics,Benzoate Metabolism,4505,NAMED,KHZCNGJFSKSSIJ-UHFFFAOYSA-N,OC1=CC=C(CC)C=C1OS(=O)(O)=O,4-ethylcatechol sulfate,4-ethylcatechol sulfate,,,,,,Neg
100020541,209,63251,222126,Lipid,Androgenic Steroids,3402,NAMED,BRPLOVMHAFXVOQ-HXVIYJDASA-N,C[C@]12CC[C@@H](OC3C(O)C(O)C(O)C(C(O)=O)O3)C[C@]1([H])CC[C@]4([H])[C@]2([H])[C@@H](O)C[C@@]5(C)[C@@]4([H])CCC5=O,11beta-hydroxyandrosterone glucuronide,11beta-hydroxyandrosterone glucuronide,,,HMDB0010351,,,Neg
100020542,209,64418,237607,Lipid,Androgenic Steroids,3358,NAMED,BRPLOVMHAFXVOQ-KXVRARTKSA-N,O[C@@H]1[C@@]2([H])[C@](CCC3[C@]2(C)CC[C@H](O[C@@H]4O[C@H](C(O)=O)[C@@H](O)[C@H](O)[C@H]4O)C3)([H])[C@@]5([H])[C@](C(CC5)=O)(C)C1,11beta-hydroxyetiocholanolone glucuronide*,11beta-hydroxyetiocholanolone glucuronide*,17181-15-6,,,,,Neg
100020545,400,63254,222161,Amino Acid,Lysine Metabolism,110,NAMED,UNPVIYLDJYPILW-VIFPVBQESA-N,OC([C@@H](NC(C)=O)CCCCN(C)C)=O,"N2-acetyl,N6,N6-dimethyllysine","N2-acetyl,N6,N6-dimethyllysine",,,,,,Pos Early
100020546,400,62954,220835,Amino Acid,Lysine Metabolism,109,NAMED,MKWKYAGEJHBUOX-QMMMGPOBSA-N,OC([C@@H](NC(C)=O)CCCCNC)=O,"N2-acetyl,N6-methyllysine","N2-acetyl,N6-methyllysine",,,,,,Pos Early
100020549,209,62571,219957,Lipid,Primary Bile Acid Metabolism,3472,NAMED,RBLDVEUUCHVWMW-LFKDYQRZSA-N,O[C@H]1[C@@]2([H])[C@]3([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]3(C)[C@@H](O)C[C@]2([H])[C@@]4(C)CC[C@@H](OC5C(O)C(O)C(O)C(C(O)=O)O5)CC4C1,cholic acid glucuronide,cholic acid glucuronide,,,HMDB0002577,,21252309,Neg
100020550,209,63610,222934,Lipid,Secondary Bile Acid Metabolism,3485,NAMED,NNEIBJNHWVDJBA-WOSXBVGSSA-N,O[C@H]1C[C@]2([H])[C@@]3(C)CC[C@@H](OC4C(O)C(O)C(O)C(C(O)=O)O4)CC3CC[C@@]2([H])[C@]5([H])CC[C@H]([C@H](C)CCC(O)=O)[C@@]15C,deoxycholic acid glucuronide,deoxycholic acid glucuronide,,,,,,Neg
100020578,209,63597,222898,Xenobiotics,Benzoate Metabolism,4507,NAMED,USWXDXYEVISELK-UHFFFAOYSA-N,OS(OC1=CC=C(CC=C)C=C1O)(=O)=O,4-allylcatechol sulfate,4-allylcatechol sulfate,,,,,,Neg
100020591,305,63236,222111,Xenobiotics,Chemical,6224,NAMED,IOLHQSZMUUGACW-UHFFFAOYSA-N,OC(C1OC(OC2=CC=CN=C2)C(O)C(O)C1O)=O,3-hydroxypyridine glucuronide,3-hydroxypyridine glucuronide,,,,,,Polar
100020631,209,62735,220261,Lipid,Fatty Acid Metabolism (Acyl Glutamine),1785,NAMED,VCZLDSLBUPQMCV-UHFFFAOYSA-N,CCC(C)CCC(NC(CCC(N)=O)C(O)=O)=O,4-methylhexanoylglutamine,4-methylhexanoylglutamine,,,,,,Neg
100020684,400,64098,235085,Xenobiotics,Drug - Cardiovascular,5702,NAMED,MADRIHWFJGRSBP-ROUUACIJSA-N,OC([C@H](CCC1=CC=CC=C1)N[C@H]2CCC(C=CC=C3)=C3N(CC(O)=O)C2=O)=O,benazeprilat,benazeprilat,,4576478,HMDB0060582,D03077,5463984,Pos Early
100020790,402,62477,219743,Xenobiotics,Drug - Psychoactive,5873,NAMED,PTJADDMMFYXMMG-UHFFFAOYSA-N,FC1=CC=C(C=C1)C2(CCCNC)OCC3=C2C=CC(C#N)=C3,desmethylcitalopram*,desmethylcitalopram*,,142424,HMDB0014021,C16608,162180,Pos Late
100020791,402,62478,219744,Xenobiotics,Drug - Psychoactive,5874,NAMED,RKUKMUWCRLRPEJ-SFHVURJKSA-N,FC1=CC=C(C=C1)[C@@]2(CCCN)C3=CC=C(C#N)C=C3CO2,didesmethylcitalopram*,didesmethylcitalopram*,,23935928,HMDB0060472,C16609,162976,Pos Late
100020792,402,62476,219742,Xenobiotics,Drug - Psychoactive,5871,NAMED,DIOGFDCEWUUSBQ-UHFFFAOYSA-N,FC1=CC=C(C=C1)C2(CCC[N+](C)(C)[O-])OCC3=C2C=CC(C#N)=C3,citalopram N-oxide*,citalopram N-oxide*,,8243682,HMDB0060654,C16607,10068142,Pos Late
100020793,209,62479,219745,Xenobiotics,Drug - Psychoactive,5872,NAMED,JSYNRZJODZWUKX-UHFFFAOYSA-N,FC1=CC=C(C=C1)C2(CCC(O)=O)OCC3=C2C=CC(C#N)=C3,citalopram propionate*,citalopram propionate*,,8578612,HMDB60463,C16610,10403174,Neg
100020796,209,62480,219746,Xenobiotics,Drug - Psychoactive,5882,NAMED,OBIZFSZXDHWUJZ-ANUWOGMRSA-N,O=C(O)[C@H]1O[C@H]([C@H](O)[C@@H](O)[C@@H]1O)OC2=CC=C(C3=CC=CC=C23)O[C@](CCNC)([H])C4=CC=CS4,4-hydroxy duloxetine glucuronide*,4-hydroxy duloxetine glucuronide*,,28516882,HMDB0060763,,29981512,Neg
100020798,209,62481,219747,Xenobiotics,Drug - Psychoactive,5883,NAMED,XYZBSFYKOKLCKI-INIZCTEOSA-N,CNCC[C@@H](C1=CC=CS1)OC2=CC=CC3=C(C(OC)=CC=C23)OS(=O)(O)=O,5-hydroxy-6-methoxy duloxetine sulfate*,5-hydroxy-6-methoxy duloxetine sulfate*,,25061067,,,,Neg
100020810,400,62485,219753,Xenobiotics,Drug - Gastrointestinal,5744,NAMED,DFJVUWAHTQPQCV-MDWZMJQESA-N,[O-][N+](C)(C)CC1=CC=C(CSCCN([H])/C(N([H])C)=C/[N+]([O-])=O)O1,ranitidine N-oxide*,ranitidine N-oxide*,,2298463,,,62985,Pos Early
100020811,209,62970,221490,Xenobiotics,Drug - Cardiovascular,5666,NAMED,BPZSPAZBZFZZBN-UHFFFAOYSA-N,O=C1OC(C=CC=C2)=C2C(O)=C1C(C3=CC=CC=C3)C(O)C(C)=O,10-hydroxywarfarin,10-hydroxywarfarin,,19983904,HMDB0013884,,54692492,Neg
100020812,209,62971,221492,Xenobiotics,Drug - Cardiovascular,5715,NAMED,BHBOXPNWDGYJNB-UHFFFAOYSA-N,O=C1C(C(C2=CC=CC=C2)CC(C)=O)=C(O)C3=C(C(O)=CC=C3)O1,8-hydroxywarfarin,8-hydroxywarfarin,,10533309,HMDB0140990,,54697550,Neg
100020813,209,62972,221494,Xenobiotics,Drug - Cardiovascular,5665,NAMED,SKFYEJMLNMTTJA-UHFFFAOYSA-N,O=C1OC(C=C(O)C=C2)=C2C(O)=C1C(C3=CC=CC=C3)CC(C)=O,7-hydroxywarfarin,7-hydroxywarfarin,,20129467,HMDB0013886,,"54682507,54732122",Neg
